"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Rødovre",2185,2208,2276,2261,2192,2117,2046,2061,2103
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Vallensbæk",823,849,914,903,924,924,924,930,925
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Landsdel Nordsjælland",28695,29861,30604,31129,31508,31708,31492,31478,31539
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Allerød",1690,1781,1805,1864,1894,1899,1896,1877,1879
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Egedal",2702,2883,2932,3001,3035,3073,3130,3093,3095
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Fredensborg",2635,2706,2747,2754,2810,2868,2793,2710,2791
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Frederikssund",2809,2828,2879,2927,2931,2940,2931,2937,2984
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Furesø",2653,2720,2873,2914,2879,2881,2894,2897,2851
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Gribskov",2728,2791,2722,2759,2761,2740,2700,2689,2665
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Halsnæs",1753,1813,1859,1892,1843,1857,1809,1806,1797
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Helsingør",3732,3936,4064,4118,4222,4262,4157,4186,4123
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Hillerød",3058,3260,3419,3467,3567,3622,3585,3558,3594
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Hørsholm",1510,1509,1570,1590,1644,1680,1718,1761,1755
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Rudersdal",3425,3634,3734,3843,3922,3886,3879,3964,4005
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Landsdel Bornholm",2709,2694,2750,2709,2633,2540,2453,2335,2234
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Landsdel Østsjælland",15011,15803,16269,16683,16842,16928,16678,16654,16422
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Greve",3255,3351,3467,3493,3528,3496,3468,3388,3282
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Køge",3626,3835,3923,3989,4033,4119,4077,4070,4039
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Lejre",1649,1730,1777,1842,1852,1878,1865,1872,1863
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Roskilde",5187,5497,5647,5815,5864,5853,5691,5773,5727
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Solrød",1294,1390,1455,1544,1565,1582,1577,1551,1511
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Landsdel Vest- og Sydsjælland",36919,37632,38189,38216,37721,37123,36733,36152,35981
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Faxe",2315,2343,2364,2341,2388,2403,2389,2326,2308
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Guldborgsund",3893,3877,3913,3869,3749,3620,3576,3496,3477
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Holbæk",4710,4829,4856,4887,4840,4698,4627,4605,4672
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Kalundborg",3144,3274,3318,3226,3208,3193,3138,3097,3109
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Lolland",2843,2807,2859,2777,2625,2519,2487,2370,2314
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Næstved",5048,5250,5311,5349,5274,5247,5247,5207,5184
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Odsherred",2019,1998,2003,1978,1926,1925,1943,1868,1870
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Ringsted",2013,2081,2087,2187,2196,2126,2132,2161,2148
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Slagelse",4967,5013,5187,5238,5240,5094,5033,4942,4856
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Sorø",1836,1948,2018,2086,2043,2037,1956,1926,1922
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Stevns",1308,1334,1366,1359,1332,1327,1285,1251,1259
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Vordingborg",2823,2878,2907,2919,2900,2934,2920,2903,2862
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Landsdel Fyn",30522,31283,31668,31691,31519,31093,30603,30177,29960
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Assens",2779,2898,2921,2899,2875,2834,2778,2790,2794
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Faaborg-Midtfyn",3513,3571,3688,3679,3552,3407,3309,3255,3201
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Kerteminde",1562,1616,1634,1659,1712,1658,1611,1539,1493
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Langeland",749,739,703,707,676,645,644,621,639
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Middelfart",2438,2452,2490,2536,2566,2566,2554,2497,2573
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Nordfyns",1846,1939,1959,1907,1944,1919,1906,1875,1908
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Nyborg",1990,2040,2094,2081,2100,2083,2079,2098,2066
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Odense",11100,11446,11641,11769,11754,11740,11521,11331,11183
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Svendborg",4192,4184,4154,4036,3920,3833,3820,3777,3773
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Ærø",353,398,384,418,420,408,381,394,330
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Landsdel Sydjylland",48181,49143,49327,49477,49070,48533,47661,47209,46676
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Billund",1833,1894,1900,1916,1891,1868,1878,1893,1793
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Esbjerg",7955,8104,8090,8007,7801,7562,7333,7191,7011
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Fanø",192,201,195,190,177,173,155,156,161
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Fredericia",3189,3264,3316,3357,3341,3319,3240,3179,3191
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Haderslev",3916,4016,4012,4037,3951,3879,3747,3597,3558
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Kolding",5758,5830,5823,5904,5912,5893,5887,5853,5843
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Sønderborg",5001,5104,5105,5071,5068,5078,4981,4949,4917
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Tønder",2967,2946,2904,2878,2759,2672,2600,2565,2547
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Varde",3562,3652,3701,3647,3683,3671,3593,3555,3462
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Vejen",2919,2939,2929,2988,2999,3003,2910,2892,2891
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Vejle",6775,7000,7271,7435,7491,7471,7476,7524,7464
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Aabenraa",4114,4193,4081,4047,3997,3944,3861,3855,3838
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Landsdel Østjylland",50429,51837,52964,53580,53744,53762,53166,52740,52666
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Favrskov",2944,3184,3247,3315,3394,3416,3374,3403,3415
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Hedensted",2973,3133,3158,3229,3211,3173,3219,3169,3184
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Horsens",4887,5022,5174,5304,5274,5258,5175,5162,5176
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Norddjurs",2752,2734,2769,2744,2753,2720,2586,2605,2522
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Odder",1495,1531,1555,1499,1514,1489,1466,1486,1504
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Randers",5701,5888,6124,6240,6311,6346,6378,6272,6173
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Samsø",214,223,194,178,167,172,165,162,149
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Silkeborg",5889,6041,6153,6175,6261,6307,6167,6086,6065
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Skanderborg",3646,3802,3894,4047,4116,4156,4173,4282,4285
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Syddjurs",2546,2601,2760,2838,2796,2798,2787,2772,2714
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Aarhus",17382,17678,17936,18011,17947,17927,17676,17341,17479
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Landsdel Vestjylland",29209,29664,30008,30030,29780,29665,29211,28930,28740
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Herning",5611,5725,5788,5864,5880,5978,5814,5861,5914
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Holstebro",3959,3983,4009,3980,3915,3902,3806,3820,3712
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Ikast-Brande",2665,2742,2862,2826,2867,2840,2833,2802,2798
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Lemvig",1598,1642,1603,1588,1593,1604,1522,1486,1443
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Ringkøbing-Skjern",4341,4380,4355,4261,4251,4197,4100,4036,4099
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Skive",3379,3389,3447,3454,3270,3195,3198,3135,3051
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Struer",1509,1505,1532,1484,1488,1508,1495,1483,1492
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Viborg",6147,6298,6412,6573,6516,6441,6443,6307,6231
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Landsdel Nordjylland",38166,38549,38545,38555,37913,37392,36515,35845,35172
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Brønderslev",2360,2393,2347,2334,2326,2289,2271,2327,2325
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Frederikshavn",4077,4041,4052,4026,3992,3902,3799,3642,3542
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Hjørring",4765,4822,4805,4779,4570,4439,4306,4209,4101
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Jammerbugt",2616,2738,2689,2658,2618,2570,2518,2533,2481
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Læsø",82,84,94,92,88,84,82,78,71
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Mariagerfjord",3054,3003,3027,3027,2962,2966,2927,2870,2822
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Morsø",1572,1540,1501,1500,1500,1482,1457,1407,1375
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Rebild",1967,1992,2011,2014,1975,1944,1856,1863,1896
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Thisted",3321,3352,3302,3273,3161,3079,2989,2878,2773
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Vesthimmerlands",2738,2712,2685,2752,2713,2646,2561,2542,2458
"Alle","Mænd og kvinder i alt","15-19 år","Personer i gruppen (antal)","Aalborg",11614,11872,12032,12100,12008,11991,11749,11496,11328
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Hele landet",14556491,13265655,12881554,12879359,12698673,12873552,12739409,12698076,12293859
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Landsdel Byen København",1164694,1062832,1023256,1031636,1021780,1049556,1041674,1065758,1048000
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","København",894980,809381,780095,784947,779787,799831,791180,809715,798536
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Frederiksberg",128664,128343,124922,128722,117429,121692,125660,131003,127812
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Dragør",31637,29795,27719,25765,30149,31509,30716,29481,29158
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Tårnby",109413,95314,90519,92202,94414,96524,94118,95559,92496
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Landsdel Københavns omegn",1333181,1170464,1135455,1129862,1131790,1157808,1116092,1111531,1106908
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Albertslund",90530,80350,74083,72322,71481,69788,66364,66777,63887
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Ballerup",123511,117036,113222,120440,115429,110806,106845,103087,95751
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Brøndby",91657,80565,75229,76862,75774,77250,72571,70570,70044
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Gentofte",144615,128335,129376,132390,142533,154236,157484,166644,170075
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Gladsaxe",158205,141744,135922,135241,136879,145949,136725,131741,136973
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Glostrup",58257,48468,45186,46191,45063,45057,42618,40546,39564
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Herlev",78790,68582,60808,59310,59561,60110,60250,60830,61552
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Hvidovre",141220,125521,123776,121798,117387,118151,114724,108465,109555
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Høje-Taastrup",133790,116551,115420,108421,109867,107413,107108,105201,98647
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Ishøj",72629,58526,59494,54608,54194,54685,53000,50579,51122
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Lyngby-Taarbæk",109503,94669,93758,87995,89241,102140,96419,104319,106387
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Rødovre",97677,82793,79162,83656,82346,80403,71252,71618,72572
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Vallensbæk",32798,27325,30018,30628,32034,31821,30732,31154,30778
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Landsdel Nordsjælland",1138142,1046847,997034,1003298,1011491,1051921,1046812,1061974,1042045
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Allerød",62214,53738,49945,51511,52278,55341,64050,58174,57260
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Egedal",102401,98202,97736,92905,90750,93281,95685,98032,96067
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Fredensborg",100623,88735,83303,80868,87184,94635,88322,86977,86979
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Frederikssund",123763,111996,100445,102403,100955,110726,106373,103036,102195
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Furesø",94619,84514,85987,88010,83748,81994,87201,86115,83945
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Gribskov",121819,111021,95164,99961,98349,97880,96989,102420,94810
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Halsnæs",84856,73389,66536,72328,67763,70368,71219,69669,68886
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Helsingør",152191,142857,142228,138695,140846,151514,148721,148513,145180
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Hillerød",122526,119815,114814,114349,123314,127993,124066,124409,124896
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Hørsholm",55608,46976,47615,46663,46381,50214,57249,58538,55764
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Rudersdal",117522,115606,113262,115604,119922,117975,106937,126090,126062
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Landsdel Bornholm",109666,108964,109318,106706,104666,101514,105881,102741,98447
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Landsdel Østsjælland",619364,574671,559558,557072,563776,583502,578906,573964,548945
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Greve",143139,125628,122158,122136,124128,127759,127487,119944,112659
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Køge",158016,151394,142667,136420,133800,139805,147381,149807,138497
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Lejre",61772,56930,57066,55536,57867,59333,56946,56846,56245
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Roskilde",204834,193595,192893,195448,198296,204869,192133,193541,190240
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Solrød",51602,47123,44772,47532,49685,51736,54959,53825,51304
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Landsdel Vest- og Sydsjælland",1568460,1439432,1401848,1413629,1387676,1383670,1385347,1379592,1305956
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Faxe",97653,87940,82487,83912,82718,84014,88220,83404,79945
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Guldborgsund",166838,156291,149563,148602,148550,144384,137219,132045,129226
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Holbæk",192073,180854,174886,174155,170677,166934,166093,172715,167675
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Kalundborg",133511,124068,125764,118662,122568,119854,117224,124525,116248
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Lolland",119713,107496,105573,109180,103385,104477,102035,93386,91187
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Næstved",216879,200230,196535,201134,194107,193536,196594,189388,178526
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Odsherred",89804,78773,75612,78395,76556,81333,83148,80729,76281
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Ringsted",91968,83746,72286,77453,76985,75235,74133,77912,74068
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Slagelse",221210,198834,197443,197710,196292,185878,186461,188591,181889
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Sorø",71461,68881,69540,72525,69185,72139,67684,68585,64831
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Stevns",57730,49304,50194,49292,44558,49158,48899,47741,44092
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Vordingborg",109620,103015,101966,102609,102096,106727,117636,120573,101987
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Landsdel Fyn",1238443,1175694,1149936,1133179,1106932,1114215,1100099,1075842,1030925
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Assens",105248,102509,98245,97615,100402,103093,95550,93758,90668
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Faaborg-Midtfyn",142365,131548,135162,132685,126585,124946,119972,115967,109050
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Kerteminde",64208,62320,57655,57981,57274,60457,60288,55882,52543
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Langeland",31655,30679,27422,25300,26634,25715,26303,25336,24733
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Middelfart",113171,99835,98893,98662,93942,93118,96445,95742,93579
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Nordfyns",79142,77528,76662,69552,72214,71891,71139,70185,70212
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Nyborg",81890,79334,74716,76885,73498,72842,75586,75997,74026
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Odense",443017,420930,415825,411672,397081,404872,397166,387169,369674
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Svendborg",162952,154875,150156,148199,141834,138848,140682,138567,130809
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Ærø",14795,16137,15200,14629,17465,18432,16968,17239,15630
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Landsdel Sydjylland",2212137,2001213,1920500,1920912,1861572,1870925,1849099,1838863,1805198
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Billund",94367,86467,84299,83632,81472,82754,81950,82488,78964
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Esbjerg",371414,340132,323098,320553,310889,300620,287758,284153,279416
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Fanø",9112,8569,7350,7334,6726,7695,5952,5695,6140
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Fredericia",147499,131046,127242,131939,122355,125447,125598,124052,119192
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Haderslev",164868,150726,141938,145706,140621,141961,137773,129925,132487
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Kolding",269331,240407,235124,227413,217775,221244,225615,230947,230543
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Sønderborg",223191,197495,191046,188150,178702,179299,185259,180518,183483
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Tønder",139857,121246,112721,114131,109882,109913,103947,105116,102116
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Varde",177247,158356,152298,149888,152687,154110,150606,142432,147478
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Vejen",133796,123443,112498,116460,115820,114738,117239,118005,113069
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Vejle",313298,283593,286008,287886,280015,292211,289991,296458,270879
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Aabenraa",168156,159733,146879,147819,144629,140931,137411,139073,141432
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Landsdel Østjylland",2156628,1958189,1925435,1933288,1918691,1948739,1950169,1935063,1864742
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Favrskov",120158,115181,114502,120273,119409,121902,118330,115147,115549
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Hedensted",140377,129485,124896,126055,123513,127383,133377,132329,125722
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Horsens",230526,203002,202831,211249,205557,203811,204831,202950,195909
"Alle","Mænd og kvinder i alt","15-19 år","Indkomstbeløb (1.000 kr.)","Norddjurs",127272,114103,114394,110685,109793,110521,108996,116163,108583
